year,fips,pop2020,pop2024,state,stateCode,growthSince2020,name,county,slug,landArea,density,rank,densityMi,areaMi,white%,AdjacentCounties,AdjacentCodes
2024,17103,34062,33370,Illinois,IL,-0.020315895,Lee County,Lee County,illinois/lee-county,725,46.02758620689655,42,46.02758620689655,725,88.07,"""Bureau County, IL"" 17011 ""DeKalb County, IL"" 17037 ""LaSalle County, IL"" 17099 ""Lee County, IL"" 17103 ""Ogle County, IL"" 17141 ""Whiteside County, IL"" 17195","17011, 17037, 17099, 17103, 17141, 17195"
2024,17105,35792,35123,Illinois,IL,-0.018691328,Livingston County,Livingston County,illinois/livingston-county,1044,33.64272030651341,39,33.64272030651341,1044,91.38,"""Ford County, IL"" 17053 ""Grundy County, IL"" 17063 ""Kankakee County, IL"" 17091 ""LaSalle County, IL"" 17099 ""Livingston County, IL"" 17105 ""McLean County, IL"" 17113 ""Woodford County, IL"" 17203","17053, 17063, 17091, 17099, 17105, 17113, 17203"
2024,17107,27912,27514,Illinois,IL,-0.0142591,Logan County,Logan County,illinois/logan-county,618,44.5210356,48,44.5210356,618,88.7,"""De Witt County, IL"" 17039 ""Logan County, IL"" 17107 ""McLean County, IL"" 17113 ""Macon County, IL"" 17115 ""Mason County, IL"" 17125 ""Menard County, IL"" 17129 ""Sangamon County, IL"" 17167 ""Tazewell County, IL"" 17179","17039, 17107, 17113, 17115, 17125, 17129, 17167, 17179"
2024,17115,103752,99849,Illinois,IL,-0.037618552,Macon County,Macon County,illinois/macon-county,581,171.85714285714286,20,171.85714285714286,581,76.03,"""Christian County, IL"" 17021 ""De Witt County, IL"" 17039 ""Logan County, IL"" 17107 ""Macon County, IL"" 17115 ""Moultrie County, IL"" 17139 ""Piatt County, IL"" 17147 ""Sangamon County, IL"" 17167 ""Shelby County, IL"" 17173","17021, 17039, 17107, 17115, 17139, 17147, 17167, 17173"
2024,17117,44856,43913,Illinois,IL,-0.021022829,Macoupin County,Macoupin County,illinois/macoupin-county,863,50.884125144843566,32,50.884125144843566,863,95.34,"""Greene County, IL"" 17061 ""Jersey County, IL"" 17083 ""Macoupin County, IL"" 17117 ""Madison County, IL"" 17119 ""Montgomery County, IL"" 17135 ""Morgan County, IL"" 17137 ""Sangamon County, IL"" 17167","17061, 17083, 17117, 17119, 17135, 17137, 17167"
2024,17119,265643,261932,Illinois,IL,-0.013969877,Madison County,Madison County,illinois/madison-county,716,365.8268156424581,8,365.8268156424581,716,85.01,"""Bond County, IL"" 17005 ""Clinton County, IL"" 17027 ""Jersey County, IL"" 17083 ""Macoupin County, IL"" 17117 ""Madison County, IL"" 17119 ""Montgomery County, IL"" 17135 ""St. Clair County, IL"" 17163 ""St. Charles County, MO"" 29183 ""St. Louis County, MO"" 29189 ""St. Louis city, MO"" 29510","17005, 17027, 17083, 17117, 17119, 17135, 17163, 29183, 29189, 29510"
2024,17121,37652,36441,Illinois,IL,-0.032162966,Marion County,Marion County,illinois/marion-county,573,63.596858638743456,37,63.596858638743456,573,91.15,"""Clay County, IL"" 17025 ""Clinton County, IL"" 17027 ""Fayette County, IL"" 17051 ""Jefferson County, IL"" 17081 ""Marion County, IL"" 17121 ""Washington County, IL"" 17189 ""Wayne County, IL"" 17191","17025, 17027, 17051, 17081, 17121, 17189, 17191"
2024,17123,11717,11695,Illinois,IL,-0.001877614,Marshall County,Marshall County,illinois/marshall-county,387,30.219638242894057,84,30.219638242894057,387,94.37,"""Bureau County, IL"" 17011 ""LaSalle County, IL"" 17099 ""Marshall County, IL"" 17123 ""Peoria County, IL"" 17143 ""Putnam County, IL"" 17155 ""Stark County, IL"" 17175","17011, 17099, 17123, 17143, 17155, 17175"
2024,17125,13058,12347,Illinois,IL,-0.05444938,Mason County,Mason County,illinois/mason-county,539,22.907235621521338,82,22.907235621521338,539,96.44,"""Cass County, IL"" 17017 ""Fulton County, IL"" 17057 ""Logan County, IL"" 17107 ""Mason County, IL"" 17125 ""Menard County, IL"" 17129 ""Schuyler County, IL"" 17169 ""Tazewell County, IL"" 17179","17017, 17057, 17107, 17125, 17129, 17169, 17179"
2024,17127,14133,13495,Illinois,IL,-0.045142574,Massac County,Massac County,illinois/massac-county,237,56.94092827004219,75,56.94092827004219,237,88.32,"""Johnson County, IL"" 17087 ""Massac County, IL"" 17127 ""Pope County, IL"" 17151 ""Pulaski County, IL"" 17153 ""Livingston County, KY"" 21139 ""McCracken County, KY"" 21145","17087, 17127, 17151, 17153, 21139, 21145"
2024,17109,27100,26764,Illinois,IL,-0.012398524,McDonough County,McDonough County,illinois/mcdonough-county,589,45.439728353140914,50,45.439728353140914,589,88.14,"""Fulton County, IL"" 17057 ""Hancock County, IL"" 17067 ""Henderson County, IL"" 17071 ""McDonough County, IL"" 17109 ""Schuyler County, IL"" 17169 ""Warren County, IL"" 17187","17057, 17067, 17071, 17109, 17169, 17187"
2024,17111,309882,314042,Illinois,IL,0.013424465,McHenry County,McHenry County,illinois/mchenry-county,603,520.7993366500829,6,520.7993366500829,603,86.02,"""Boone County, IL"" 17007 ""Cook County, IL"" 17031 ""DeKalb County, IL"" 17037 ""Kane County, IL"" 17089 ""Lake County, IL"" 17097 ""McHenry County, IL"" 17111 ""Kenosha County, WI"" 55059 ""Walworth County, WI"" 55127","17007, 17031, 17037, 17089, 17097, 17111, 55059, 55127"
2024,17113,170949,169964,Illinois,IL,-0.005761952,McLean County,McLean County,illinois/mclean-county,1183,143.6720202874049,13,143.6720202874049,1183,80.95,"""Champaign County, IL"" 17019 ""De Witt County, IL"" 17039 ""Ford County, IL"" 17053 ""Livingston County, IL"" 17105 ""Logan County, IL"" 17107 ""McLean County, IL"" 17113 ""Piatt County, IL"" 17147 ""Tazewell County, IL"" 17179 ""Woodford County, IL"" 17203","17019, 17039, 17053, 17105, 17107, 17113, 17147, 17179, 17203"
2024,17129,12270,11836,Illinois,IL,-0.035370823,Menard County,Menard County,illinois/menard-county,314,37.69426751592356,83,37.69426751592356,314,95.87,"""Cass County, IL"" 17017 ""Logan County, IL"" 17107 ""Mason County, IL"" 17125 ""Menard County, IL"" 17129","17017, 17107, 17125, 17129"
2024,17131,15632,15441,Illinois,IL,-0.012218526,Mercer County,Mercer County,illinois/mercer-county,561,27.52406417,68,27.52406417,561,95.34,"""Henderson County, IL"" 17071 ""Henry County, IL"" 17073 ""Knox County, IL"" 17095 ""Mercer County, IL"" 17131 ""Rock Island County, IL"" 17161 ""Warren County, IL"" 17187 ""Des Moines County, IA"" 19057 ""Louisa County, IA"" 19115","17071, 17073, 17095, 17131, 17161, 17187, 19057, 19115"
2024,17133,34953,34913,Illinois,IL,-0.001144394,Monroe County,Monroe County,illinois/monroe-county,385,90.68311688311688,40,90.68311688311688,385,96.56,"""Monroe County, IL"" 17133 ""Randolph County, IL"" 17157 ""St. Clair County, IL"" 17163 ""Jefferson County, MO"" 29099 ""Ste. Genevieve County, MO"" 29186 ""St. Louis County, MO"" 29189","17133, 17157, 17163, 29099, 29186, 29189"
2024,17135,28202,27425,Illinois,IL,-0.027551238,Montgomery County,Montgomery County,illinois/montgomery-county,704,38.95596590909091,49,38.95596590909091,704,93.56,"""Bond County, IL"" 17005 ""Christian County, IL"" 17021 ""Fayette County, IL"" 17051 ""Macoupin County, IL"" 17117 ""Madison County, IL"" 17119 ""Montgomery County, IL"" 17135 ""Sangamon County, IL"" 17167 ""Shelby County, IL"" 17173","17005, 17021, 17051, 17117, 17119, 17135, 17167, 17173"
2024,17137,32845,31982,Illinois,IL,-0.026274928,Morgan County,Morgan County,illinois/morgan-county,569,56.20738137082601,46,56.20738137082601,569,88.8,"""Brown County, IL"" 17009 ""Cass County, IL"" 17017 ""Greene County, IL"" 17061 ""Macoupin County, IL"" 17117 ""Morgan County, IL"" 17137 ""Pike County, IL"" 17149 ""Sangamon County, IL"" 17167 ""Scott County, IL"" 17171","17009, 17017, 17061, 17117, 17137, 17149, 17167, 17171"
2024,17139,14481,14309,Illinois,IL,-0.011877633,Moultrie County,Moultrie County,illinois/moultrie-county,336,42.586309523809526,73,42.586309523809526,336,96.33,"""Coles County, IL"" 17029 ""Douglas County, IL"" 17041 ""Macon County, IL"" 17115 ""Moultrie County, IL"" 17139 ""Piatt County, IL"" 17147 ""Shelby County, IL"" 17173","17029, 17041, 17115, 17139, 17147, 17173"
2024,17141,51692,51185,Illinois,IL,-0.009808094,Ogle County,Ogle County,illinois/ogle-county,759,67.43741765480895,28,67.43741765480895,759,89.56,"""Boone County, IL"" 17007 ""Carroll County, IL"" 17015 ""DeKalb County, IL"" 17037 ""Lee County, IL"" 17103 ""Ogle County, IL"" 17141 ""Stephenson County, IL"" 17177 ""Whiteside County, IL"" 17195 ""Winnebago County, IL"" 17201","17007, 17015, 17037, 17103, 17141, 17177, 17195, 17201"
2024,17143,181319,177026,Illinois,IL,-0.023676504,Peoria County,Peoria County,illinois/peoria-county,619,285.9870759289176,12,285.9870759289176,619,70.07,"""Fulton County, IL"" 17057 ""Knox County, IL"" 17095 ""Marshall County, IL"" 17123 ""Peoria County, IL"" 17143 ""Stark County, IL"" 17175 ""Tazewell County, IL"" 17179 ""Woodford County, IL"" 17203","17057, 17095, 17123, 17143, 17175, 17179, 17203"
2024,17145,20886,20494,Illinois,IL,-0.018768553,Perry County,Perry County,illinois/perry-county,442,46.36651583710408,56,46.36651583710408,442,87.01,"""Franklin County, IL"" 17055 ""Jackson County, IL"" 17077 ""Jefferson County, IL"" 17081 ""Perry County, IL"" 17145 ""Randolph County, IL"" 17157 ""Washington County, IL"" 17189","17055, 17077, 17081, 17145, 17157, 17189"
2024,17147,16681,16753,Illinois,IL,0.004316288,Piatt County,Piatt County,illinois/piatt-county,439,38.16173120728929,61,38.16173120728929,439,96.03,"""Champaign County, IL"" 17019 ""De Witt County, IL"" 17039 ""Douglas County, IL"" 17041 ""McLean County, IL"" 17113 ""Macon County, IL"" 17115 ""Moultrie County, IL"" 17139 ""Piatt County, IL"" 17147","17019, 17039, 17041, 17113, 17115, 17139, 17147"
2024,17149,14640,14185,Illinois,IL,-0.031079235,Pike County,Pike County,illinois/pike-county,831,17.069795427196148,74,17.069795427196148,831,96.34,"""Adams County, IL"" 17001 ""Brown County, IL"" 17009 ""Calhoun County, IL"" 17013 ""Greene County, IL"" 17061 ""Morgan County, IL"" 17137 ""Pike County, IL"" 17149 ""Scott County, IL"" 17171 ""Marion County, MO"" 29127 ""Pike County, MO"" 29163 ""Ralls County, MO"" 29173","17001, 17009, 17013, 17061, 17137, 17149, 17171, 29127, 29163, 29173"
2024,17151,3754,3668,Illinois,IL,-0.022908897,Pope County,Pope County,illinois/pope-county,369,9.940379403794038,101,9.940379403794038,369,90.05,"""Hardin County, IL"" 17069 ""Johnson County, IL"" 17087 ""Massac County, IL"" 17127 ""Pope County, IL"" 17151 ""Saline County, IL"" 17165 ""Williamson County, IL"" 17199 ""Livingston County, KY"" 21139","17069, 17087, 17127, 17151, 17165, 17199, 21139"
2024,17153,5160,4872,Illinois,IL,-0.055813953,Pulaski County,Pulaski County,illinois/pulaski-county,199,24.482412060301503,96,24.482412060301503,199,63.82,"""Alexander County, IL"" 17003 ""Johnson County, IL"" 17087 ""Massac County, IL"" 17127 ""Pulaski County, IL"" 17153 ""Union County, IL"" 17181 ""Ballard County, KY"" 21007 ""McCracken County, KY"" 21145","17003, 17087, 17127, 17153, 17181, 21007, 21145"
2024,17155,5630,5569,Illinois,IL,-0.010834813,Putnam County,Putnam County,illinois/putnam-county,160,34.80625,94,34.80625,160,94.37,"""Bureau County, IL"" 17011 ""LaSalle County, IL"" 17099 ""Marshall County, IL"" 17123 ""Putnam County, IL"" 17155","17011, 17099, 17123, 17155"
2024,17157,30090,29604,Illinois,IL,-0.016151545,Randolph County,Randolph County,illinois/randolph-county,575,51.485217391304346,47,51.485217391304346,575,87.47,"""Jackson County, IL"" 17077 ""Monroe County, IL"" 17133 ""Perry County, IL"" 17145 ""Randolph County, IL"" 17157 ""St. Clair County, IL"" 17163 ""Washington County, IL"" 17189 ""Perry County, MO"" 29157 ""Ste. Genevieve County, MO"" 29186","17077, 17133, 17145, 17157, 17163, 17189, 29157, 29186"
2024,17159,15790,15421,Illinois,IL,-0.023369221,Richland County,Richland County,illinois/richland-county,360,42.83611111111111,69,42.83611111111111,360,94.76,"""Clay County, IL"" 17025 ""Crawford County, IL"" 17033 ""Edwards County, IL"" 17047 ""Jasper County, IL"" 17079 ""Lawrence County, IL"" 17101 ""Richland County, IL"" 17159 ""Wabash County, IL"" 17185 ""Wayne County, IL"" 17191","17025, 17033, 17047, 17079, 17101, 17159, 17185, 17191"
2024,17161,144360,140913,Illinois,IL,-0.023877805,Rock Island County,Rock Island County,illinois/rock-island-county,427,330.0070257611241,15,330.0070257611241,427,75.04,"""Henry County, IL"" 17073 ""Mercer County, IL"" 17131 ""Rock Island County, IL"" 17161 ""Whiteside County, IL"" 17195 ""Clinton County, IA"" 19045 ""Louisa County, IA"" 19115 ""Muscatine County, IA"" 19139 ""Scott County, IA"" 19163","17073, 17131, 17161, 17195, 19045, 19115, 19139, 19163"
2024,17165,23690,22694,Illinois,IL,-0.042043056,Saline County,Saline County,illinois/saline-county,380,59.72105263157895,52,59.72105263157895,380,92.94,"""Franklin County, IL"" 17055 ""Gallatin County, IL"" 17059 ""Hamilton County, IL"" 17065 ""Hardin County, IL"" 17069 ""Johnson County, IL"" 17087 ""Pope County, IL"" 17151 ""Saline County, IL"" 17165 ""Williamson County, IL"" 17199","17055, 17059, 17065, 17069, 17087, 17151, 17165, 17199"
2024,17167,196144,192831,Illinois,IL,-0.016890652,Sangamon County,Sangamon County,illinois/sangamon-county,868,222.15552995391704,11,222.15552995391704,868,79.88,"""Cass County, IL"" 17017 ""Christian County, IL"" 17021 ""Logan County, IL"" 17107 ""Macon County, IL"" 17115 ""Macoupin County, IL"" 17117 ""Menard County, IL"" 17129 ""Montgomery County, IL"" 17135 ""Morgan County, IL"" 17137 ""Sangamon County, IL"" 17167","17017, 17021, 17107, 17115, 17117, 17129, 17135, 17137, 17167"
2024,17169,6868,6713,Illinois,IL,-0.022568433,Schuyler County,Schuyler County,illinois/schuyler-county,437,15.361556064073229,90,15.361556064073229,437,92.72,"""Adams County, IL"" 17001 ""Brown County, IL"" 17009 ""Cass County, IL"" 17017 ""Fulton County, IL"" 17057 ""Hancock County, IL"" 17067 ""McDonough County, IL"" 17109 ""Mason County, IL"" 17125 ""Schuyler County, IL"" 17169","17001, 17009, 17017, 17057, 17067, 17109, 17125, 17169"
2024,17171,4941,4649,Illinois,IL,-0.059097349,Scott County,Scott County,illinois/scott-county,251,18.52191235059761,97,18.52191235059761,251,95.8,"""Greene County, IL"" 17061 ""Morgan County, IL"" 17137 ""Pike County, IL"" 17149 ""Scott County, IL"" 17171","17061, 17137, 17149, 17171"
2024,17173,20919,20426,Illinois,IL,-0.023567092,Shelby County,Shelby County,illinois/shelby-county,759,26.91172595520421,57,26.91172595520421,759,97.1,"""Christian County, IL"" 17021 ""Coles County, IL"" 17029 ""Cumberland County, IL"" 17035 ""Effingham County, IL"" 17049 ""Fayette County, IL"" 17051 ""Macon County, IL"" 17115 ""Montgomery County, IL"" 17135 ""Moultrie County, IL"" 17139 ""Shelby County, IL"" 17173","17021, 17029, 17035, 17049, 17051, 17115, 17135, 17139, 17173"
2024,17163,256844,249771,Illinois,IL,-0.027538117,St. Clair County,St. Clair County,illinois/st-clair-county,658,379.59118541033433,9,379.59118541033433,658,61.88,"""Clinton County, IL"" 17027 ""Madison County, IL"" 17119 ""Monroe County, IL"" 17133 ""Randolph County, IL"" 17157 ""St. Clair County, IL"" 17163 ""Washington County, IL"" 17189 ""St. Louis County, MO"" 29189 ""St. Louis city, MO"" 29510","17027, 17119, 17133, 17157, 17163, 17189, 29189, 29510"
2024,17175,5382,5123,Illinois,IL,-0.048123374,Stark County,Stark County,illinois/stark-county,288,17.788194444444443,95,17.788194444444443,288,94.33,"""Bureau County, IL"" 17011 ""Henry County, IL"" 17073 ""Knox County, IL"" 17095 ""Marshall County, IL"" 17123 ""Peoria County, IL"" 17143 ""Stark County, IL"" 17175","17011, 17073, 17095, 17123, 17143, 17175"
2024,17177,44503,42654,Illinois,IL,-0.041547761,Stephenson County,Stephenson County,illinois/stephenson-county,564,75.62765957446808,33,75.62765957446808,564,83.29,"""Carroll County, IL"" 17015 ""Jo Daviess County, IL"" 17085 ""Ogle County, IL"" 17141 ""Stephenson County, IL"" 17177 ""Winnebago County, IL"" 17201 ""Green County, WI"" 55045 ""Lafayette County, WI"" 55065","17015, 17085, 17141, 17177, 17201, 55045, 55065"
2024,17179,131086,129472,Illinois,IL,-0.012312528,Tazewell County,Tazewell County,illinois/tazewell-county,646,200.42105263157896,16,200.42105263157896,646,94.45,"""Fulton County, IL"" 17057 ""Logan County, IL"" 17107 ""McLean County, IL"" 17113 ""Mason County, IL"" 17125 ""Peoria County, IL"" 17143 ""Tazewell County, IL"" 17179 ""Woodford County, IL"" 17203","17057, 17107, 17113, 17125, 17143, 17179, 17203"
2024,17181,17184,16562,Illinois,IL,-0.036196462,Union County,Union County,illinois/union-county,413,40.10169491525424,62,40.10169491525424,413,91.31,"""Alexander County, IL"" 17003 ""Jackson County, IL"" 17077 ""Johnson County, IL"" 17087 ""Pulaski County, IL"" 17153 ""Union County, IL"" 17181 ""Williamson County, IL"" 17199 ""Cape Girardeau County, MO"" 29031 ""Perry County, MO"" 29157","17003, 17077, 17087, 17153, 17181, 17199, 29031, 29157"
2024,17183,74009,71201,Illinois,IL,-0.037941331,Vermilion County,Vermilion County,illinois/vermilion-county,898,79.28841870824053,21,79.28841870824053,898,79.6,"""Champaign County, IL"" 17019 ""Douglas County, IL"" 17041 ""Edgar County, IL"" 17045 ""Ford County, IL"" 17053 ""Iroquois County, IL"" 17075 ""Vermilion County, IL"" 17183 ""Benton County, IN"" 18007 ""Vermillion County, IN"" 18165 ""Warren County, IN"" 18171","17019, 17041, 17045, 17053, 17075, 17183, 18007, 18165, 18171"
2024,17185,11318,10844,Illinois,IL,-0.041880191,Wabash County,Wabash County,illinois/wabash-county,223,48.62780269058296,86,48.62780269058296,223,93.5,"""Edwards County, IL"" 17047 ""Lawrence County, IL"" 17101 ""Richland County, IL"" 17159 ""Wabash County, IL"" 17185 ""White County, IL"" 17193 ""Gibson County, IN"" 18051 ""Knox County, IN"" 18083","17047, 17101, 17159, 17185, 17193, 18051, 18083"
2024,17187,16821,16010,Illinois,IL,-0.048213543,Warren County,Warren County,illinois/warren-county,542,29.53874538745388,65,29.53874538745388,542,84.91,"""Fulton County, IL"" 17057 ""Henderson County, IL"" 17071 ""Knox County, IL"" 17095 ""McDonough County, IL"" 17109 ""Mercer County, IL"" 17131 ""Warren County, IL"" 17187","17057, 17071, 17095, 17109, 17131, 17187"
2024,17189,13723,13449,Illinois,IL,-0.01996648,Washington County,Washington County,illinois/washington-county,563,23.88809946714032,76,23.88809946714032,563,96.11,"""Clinton County, IL"" 17027 ""Jefferson County, IL"" 17081 ""Marion County, IL"" 17121 ""Perry County, IL"" 17145 ""Randolph County, IL"" 17157 ""St. Clair County, IL"" 17163 ""Washington County, IL"" 17189","17027, 17081, 17121, 17145, 17157, 17163, 17189"
2024,17191,16126,15679,Illinois,IL,-0.027719211,Wayne County,Wayne County,illinois/wayne-county,714,21.95938375,66,21.95938375,714,96.21,"""Clay County, IL"" 17025 ""Edwards County, IL"" 17047 ""Hamilton County, IL"" 17065 ""Jefferson County, IL"" 17081 ""Marion County, IL"" 17121 ""Richland County, IL"" 17159 ""Wayne County, IL"" 17191 ""White County, IL"" 17193","17025, 17047, 17065, 17081, 17121, 17159, 17191, 17193"
2024,17193,13808,13207,Illinois,IL,-0.043525492,White County,White County,illinois/white-county,495,26.68080808080808,79,26.68080808080808,495,96.71,"""Edwards County, IL"" 17047 ""Gallatin County, IL"" 17059 ""Hamilton County, IL"" 17065 ""Wabash County, IL"" 17185 ""Wayne County, IL"" 17191 ""White County, IL"" 17193 ""Gibson County, IN"" 18051 ""Posey County, IN"" 18129","17047, 17059, 17065, 17185, 17191, 17193, 18051, 18129"
2024,17195,55565,54441,Illinois,IL,-0.020228561,Whiteside County,Whiteside County,illinois/whiteside-county,684,79.59210526315789,24,79.59210526315789,684,88.98,"""Bureau County, IL"" 17011 ""Carroll County, IL"" 17015 ""Henry County, IL"" 17073 ""Lee County, IL"" 17103 ""Ogle County, IL"" 17141 ""Rock Island County, IL"" 17161 ""Whiteside County, IL"" 17195 ""Clinton County, IA"" 19045","17011, 17015, 17073, 17103, 17141, 17161, 17195, 19045"
2024,17197,696826,703410,Illinois,IL,0.009448557,Will County,Will County,illinois/will-county,836,841.3995215311005,4,841.3995215311005,836,67.81,"""Cook County, IL"" 17031 ""DuPage County, IL"" 17043 ""Grundy County, IL"" 17063 ""Kankakee County, IL"" 17091 ""Kendall County, IL"" 17093 ""Will County, IL"" 17197 ""Lake County, IN"" 18089","17031, 17043, 17063, 17091, 17093, 17197, 18089"
2024,17199,67114,66868,Illinois,IL,-0.003665405,Williamson County,Williamson County,illinois/williamson-county,420,159.2095238095238,22,159.2095238095238,420,89.4,"""Franklin County, IL"" 17055 ""Jackson County, IL"" 17077 ""Johnson County, IL"" 17087 ""Pope County, IL"" 17151 ""Saline County, IL"" 17165 ""Union County, IL"" 17181 ""Williamson County, IL"" 17199","17055, 17077, 17087, 17151, 17165, 17181, 17199"
2024,17201,284916,280302,Illinois,IL,-0.016194247,Winnebago County,Winnebago County,illinois/winnebago-county,513,546.3976608187135,7,546.3976608187135,513,71.72,"""Boone County, IL"" 17007 ""DeKalb County, IL"" 17037 ""Ogle County, IL"" 17141 ""Stephenson County, IL"" 17177 ""Winnebago County, IL"" 17201 ""Green County, WI"" 55045 ""Rock County, WI"" 55105","17007, 17037, 17141, 17177, 17201, 55045, 55105"
2024,17203,38413,38393,Illinois,IL,-0.000520657,Woodford County,Woodford County,illinois/woodford-county,528,72.71401515151516,34,72.71401515151516,528,95.56,"""LaSalle County, IL"" 17099 ""Livingston County, IL"" 17105 ""McLean County, IL"" 17113 ""Marshall County, IL"" 17123 ""Peoria County, IL"" 17143 ""Tazewell County, IL"" 17179 ""Woodford County, IL"" 17203","17099, 17105, 17113, 17123, 17143, 17179, 17203"